AUTH_ID,ACCT_ID_TOKEN,ACCT_PROD_CD,ACCT_AVL_CASH_BEFORE_AMT,ACCT_AVL_MONEY_BEFORE_AMT,ACCT_CL_AMT,ACCT_CURR_BAL,APPRD_AUTHZN_CNT,APPRD_CASH_AUTHZN_CNT,AUTHZN_AMT,AUTHZN_OUTSTD_AMT,AVG_DLY_AUTHZN_AMT,AUTHZN_OUTSTD_CASH_AMT,CDHLDR_PRES_CD,HOTEL_STAY_CAR_RENTL_DUR,LAST_ADR_CHNG_DUR,HOME_PHN_NUM_CHNG_DUR,PLSTC_ISU_DUR,POS_COND_CD,POS_ENTRY_MTHD_CD,DISTANCE_FROM_HOME,FRD_IND
32614913,57926405,12.0,4499.32,7316.37,10000,2619.69,3,0,47.89,111.83,61,0.0,0.0,0,0,640,639,0,90,0.0,0
32626349,70386319,21.0,2500.0,1372.81,2500,1107.0,2,1,62.5,82.69,3,62.5,0.0,0,0,0,47,0,90,0.0,0
32637956,29414921,15.0,10000.0,13981.91,20000,5819.7,1,0,43.22,241.61,99,0.0,0.0,0,0,0,239,0,90,0.0,0
32649394,27186190,22.0,300.0,199.63,500,270.67,2,0,1.15,30.85,6,0.0,0.0,0,238,0,207,0,90,16.98347,0
32660885,68253652,21.0,2750.0,551.95,2750,2172.93,4,0,1.5,26.62,5,0.0,0.0,0,0,0,77,0,90,1005.64545,0
32672235,76014598,22.0,3000.0,2146.82,3000,642.26,1,0,22.85,233.77,28,0.0,0.0,0,54,167,173,0,90,1072.7917,0
33479431,5274986,11.0,10000.0,13957.03,20000,5095.95,2,0,1.0,948.02,89,0.0,0.0,0,999,999,602,52,90,73.565186,0
33490996,6818129,22.0,3000.0,0.0,3000,3174.07,0,0,10.0,0.0,0,0.0,2.0,0,999,999,419,8,1,0.0,0
33502347,68841644,21.0,1000.0,1169.78,1500,330.22,1,0,13.46,13.46,1,0.0,0.0,0,0,0,238,0,90,13.582006,0
33513950,84815454,21.0,44.88,0.0,300,357.68,0,0,35.98,0.0,2,0.0,4.0,0,0,0,71,8,81,1812.408,0
33525521,28544846,21.0,1000.0,-15.0,1500,1518.04,1,0,266.67,15.0,0,0.0,1.0,0,0,0,774,8,1,616.49866,0
33537033,3913090,29.0,3000.0,2852.17,3000,23.01,0,0,1.0,123.82,0,0.0,0.0,0,999,999,59,6,90,394.8283,0
33548790,70478943,21.0,3000.0,3039.92,3500,401.78,1,0,29.39,87.69,46,0.0,0.0,0,0,336,157,0,90,28.630463,0
33560082,82071145,14.0,1000.0,1235.11,2000,764.89,1,0,348.0,348.0,3,0.0,4.0,0,0,0,65,8,1,5.682489,0
33571487,76682429,14.0,435.03,527.78,1000,415.97,2,1,10.02,66.27,2,42.25,0.0,0,0,0,63,6,90,8.885667999999999,0
33583098,44521217,22.0,2000.0,1856.72,2500,642.07,1,0,8.65,9.86,0,0.0,4.0,0,0,561,958,8,1,1593.3977,0
33594826,35187845,22.0,1000.0,1905.7,2000,94.3,1,0,46.56,46.56,0,0.0,4.0,0,0,170,173,8,81,1143.6934,0
33606292,74889152,21.0,250.0,578.29,750,171.71,1,0,22.5,22.5,5,0.0,0.0,0,109,0,218,0,90,15.571081,0
33617685,10411557,11.0,7500.0,14696.51,15000,253.0,1,0,1.0,51.49,0,0.0,5.0,0,290,522,550,8,81,891.0047,0
33629346,72174358,21.0,300.0,269.64,300,30.36,1,0,14.77,14.77,1,0.0,0.0,0,0,0,155,0,90,59.927814,0
33640677,72811254,21.0,1000.0,312.27,1500,966.43,1,0,81.68,302.98,6,0.0,0.0,0,0,0,199,6,90,0.0,0
33652249,87054070,56.0,400.0,255.56,400,144.44,1,0,7.95,7.95,0,0.0,2.0,0,0,0,0,8,1,2044.3923,0
33663749,72819367,40.0,101.0,7.87,201,189.3,2,0,25.0,28.83,0,0.0,0.0,0,0,0,126,6,90,6.2097263,0
33675129,15928217,21.0,2000.0,306.53,2000,1693.47,1,0,16.85,16.85,1,0.0,0.0,0,999,0,999,0,90,1.6946223999999999,0
33686718,29529127,21.0,1000.0,42.75,1000,957.25,1,0,13.0,13.0,0,0.0,0.0,0,0,312,914,0,90,3.4551562999999996,0
33698173,53671849,21.0,250.0,12.38,750,699.62,0,0,1.0,37.0,5,0.0,0.0,0,0,33,32,6,90,14.497863,0
33709607,55954456,15.0,1500.0,1375.61,3000,1379.39,0,0,197.75,0.0,0,0.0,0.0,0,0,0,507,0,1,1166.4623,0
33721041,78863212,22.0,250.0,175.72,500,316.81,2,0,16.44,23.91,7,0.0,0.0,0,0,0,27,0,90,0.0,0
33732646,76287623,22.0,2000.0,989.92,2000,981.28,1,0,17.31,46.11,15,0.0,0.0,0,0,0,175,0,90,4.6367769999999995,0
35601043,60425136,12.0,10000.0,15305.7,20000,4569.44,1,0,1.0,123.86,11,0.0,0.0,0,0,68,396,6,90,889.11285,0
35612365,33366601,21.0,1000.0,230.93,1500,1269.07,0,0,511.6,0.0,0,0.0,1.0,0,999,0,434,8,1,781.11835,0
35623936,53775946,21.0,250.0,204.53,750,545.47,1,0,81.45,81.45,4,0.0,0.0,0,0,0,590,0,90,0.0,0
35635619,79592514,21.0,150.0,142.88,300,157.12,1,0,34.85,34.85,4,0.0,0.0,0,0,0,50,0,90,2.9143467,0
35647053,77474890,21.0,865.98,42.23,1000,927.63,2,0,1.0,31.14,3,0.0,0.0,0,0,0,214,0,90,2.8236866000000003,0
35658679,331869,26.0,1600.0,551.12,1600,322.9,3,0,51.47,777.45,311,0.0,0.0,0,999,311,12,0,90,120.66121000000001,0
35670286,28415978,24.0,500.0,48.14,750,701.86,1,0,31.47,31.47,6,0.0,0.0,0,999,0,52,0,90,3.5208432999999997,0
35681859,5324294,21.0,700.0,327.63,700,348.23,1,0,10.49,34.63,0,0.0,5.0,0,2,2,866,8,81,901.31433,0
35693118,67276830,12.0,5000.0,9542.14,10000,382.12,1,0,24.82,123.41,77,0.0,0.0,0,92,368,366,0,90,1509.4927,0
35704437,12300405,23.0,4900.0,3686.48,4900,938.45,1,0,30.98,306.05,9,0.0,0.0,0,999,518,337,6,90,4.921426,0
35715878,80575599,21.0,150.0,147.13,300,152.87,1,0,1.0,1.0,9,0.0,0.0,0,0,0,15,52,90,7.2079535,0
35727276,56547790,21.0,250.0,723.05,750,0.0,2,0,62.9,89.85,4,0.0,0.0,0,604,0,627,0,90,2451.284,0
35738773,10053340,11.0,1300.0,8868.98,11500,2589.75,1,0,58.27,99.54,49,0.0,0.0,0,0,0,948,0,90,0.0,0
35750335,74205782,21.0,500.0,144.02,1500,1298.38,1,0,16.75,74.35,5,0.0,1.0,0,0,0,179,8,1,1207.6879,0
35761767,3238313,10.0,1600.0,1284.97,8000,6715.03,1,0,80.38,80.38,42,0.0,0.0,0,999,0,557,0,90,2.8751849999999997,0
35773308,59067817,21.0,250.0,145.4,750,577.75,2,0,11.92,38.77,7,0.0,0.0,0,0,0,594,0,90,0.0,0
35784595,32708321,1.0,17000.0,8984.75,17000,6834.69,5,0,68.76,1249.32,88,0.0,0.0,0,44,718,22,0,90,7.792864999999999,0
35796155,28685036,10.0,500.0,35.41,1000,924.59,1,0,13.0,53.0,1,0.0,0.0,0,0,0,707,0,90,32.955517,0
35807709,32393915,21.0,126.0,400.0,750,281.57,1,0,22.67,91.1,11,0.0,0.0,0,549,999,552,0,90,179.56117,0
35819359,39413440,22.0,500.0,148.11,750,598.9,0,0,1.0,1.99,0,0.0,0.0,0,236,0,35,6,90,0.0,0
35831308,90911319,56.0,300.0,98.93,300,0.0,2,0,1.0,200.07,78,0.0,5.0,0,0,0,0,8,81,2550.7214,0
35842850,35796775,21.0,3000.0,594.32,3000,2405.68,1,0,60.94,60.94,2,0.0,0.0,0,0,0,507,0,90,7.5617532999999995,0
35854497,58542098,21.0,300.0,274.83,500,225.17,1,0,31.27,31.27,2,0.0,0.0,0,82,0,480,0,90,39.025013,0
40641104,70871657,21.0,2000.0,1620.87,2500,822.7,1,0,57.6,114.03,1,0.0,4.0,0,0,0,233,8,1,1427.0537,0
40652521,54610336,21.0,300.0,222.78,500,277.22,1,0,124.92,159.87,9,0.0,0.0,0,513,0,736,0,90,2435.2559,0
40664203,75641817,21.0,150.0,64.42,500,367.63,2,0,7.24,75.19,4,0.0,0.0,0,0,0,224,0,90,388.42217999999997,0
40675733,43558404,21.0,26.0,22.81,500,274.55,0,0,106.5,202.64,48,124.0,0.0,0,329,0,55,0,90,0.0,0
40687181,19539950,21.0,1000.0,133.23,1000,795.69,3,0,37.44,108.52,12,0.0,0.0,0,999,999,233,0,90,16.065417999999998,0
40698553,43914827,10.0,2500.0,4596.81,5000,403.19,1,0,50.05,50.05,4,0.0,0.0,0,0,771,770,6,90,48.890907,0
40710003,15331926,22.0,4500.0,3698.06,4500,722.78,1,0,82.26,161.42,7,0.0,0.0,0,294,0,183,0,90,5.8789763,0
40721399,13454808,1.0,3000.0,4090.91,6000,1909.09,1,0,93.79,93.79,21,0.0,0.0,0,0,0,111,0,90,0.0,0
40732947,61714275,21.0,300.0,104.92,500,390.09,1,0,8.23,13.22,0,0.0,4.0,0,0,0,506,8,1,2053.7644,0
40744219,39884103,21.0,500.0,185.95,750,564.05,1,0,7.99,7.99,0,0.0,5.0,0,0,0,982,8,81,2070.5452,0
40755754,39107195,10.0,1500.0,575.81,3000,2403.46,1,0,11.04,31.77,3,0.0,0.0,0,0,0,999,6,90,0.0,0
40767039,60028597,22.0,300.0,251.28,500,248.72,1,0,1.0,1.0,1,0.0,0.0,0,0,0,588,0,90,15.901651000000001,0
40778453,42611174,21.0,500.0,220.98,750,529.02,1,0,104.31,104.31,12,0.0,0.0,0,0,0,71,0,90,11.308149,0
40789838,28901512,21.0,1000.0,20.45,1500,1474.29,1,0,5.26,10.52,2,0.0,0.0,0,586,919,998,0,90,25.310654,0
40801171,21223772,22.0,750.0,1069.94,1500,336.64,2,0,4.24,97.66,10,0.0,0.0,0,999,0,136,0,90,6.802857400000001,0
40812485,33334965,21.0,610.87,4.75,2750,2721.56,2,0,2.01,25.7,39,0.0,0.0,0,0,0,615,0,90,23.32976,0
40823850,38456832,21.0,500.0,270.49,500,229.51,1,0,17.96,17.96,17,0.0,0.0,0,577,0,13,0,90,2.1115777000000002,0
40835451,20249309,22.0,500.0,705.57,1000,256.59,2,0,190.01,227.85,9,0.0,0.0,0,999,0,402,0,90,1.5812701999999998,0
40846868,23506149,23.0,500.0,25.16,500,474.84,1,0,15.1,15.1,2,0.0,0.0,0,999,999,984,0,90,53.545662,0
40858259,58935566,22.0,1000.0,224.27,1500,1262.33,3,0,15.75,29.15,6,0.0,0.0,0,0,0,463,0,90,0.0,0
40869728,26153877,21.0,500.0,32.69,500,466.32,2,0,1.15,2.14,0,0.0,5.0,0,671,0,967,8,81,699.55206,0
40892785,15003348,23.0,1000.0,222.21,1000,777.78,0,0,0.01,0.0,0,0.0,5.0,0,999,0,995,8,81,363.12377999999995,0
40904134,25704062,24.0,2250.0,525.5,2250,1661.06,1,0,58.5,163.95,0,0.0,4.0,0,0,0,792,8,1,913.705,0
42509057,27049307,1.0,800.0,308.95,1300,618.64,5,0,9.95,382.36,0,0.0,5.0,0,999,786,110,8,81,1059.6115,0
42520369,73517548,15.0,1500.0,1372.82,3000,1571.66,5,0,43.99,99.51,0,0.0,5.0,0,0,0,297,8,81,2251.8555,0
42531800,41455397,21.0,1250.0,53.07,1250,1196.93,0,0,80.0,0.0,0,0.0,5.0,0,0,0,903,8,81,148.36507,0
42543291,83283075,1.0,1000.0,1674.03,2000,325.97,1,0,1.62,1.62,10,0.0,0.0,0,0,0,70,0,90,27.507009999999998,0
42554924,72883337,21.0,300.0,131.74,300,168.26,1,0,12.49,12.49,2,0.0,0.0,0,0,0,191,0,90,4.0030127,0
42566602,35577801,21.0,2250.0,35.58,2250,2214.42,1,0,0.0,0.0,2,0.0,4.0,0,0,999,384,8,1,936.57654,0
42578106,18791194,22.0,3000.0,1237.58,3000,1280.93,1,0,5.66,487.15,10,0.0,0.0,0,999,421,399,0,90,2.4391317000000003,0
42589467,29349096,24.0,3000.0,1028.0,3000,1972.0,0,0,1321.32,0.0,4,0.0,0.0,0,0,51,1,0,90,7.808393,0
42601176,22503838,22.0,1750.0,495.24,1750,1188.77,1,0,5.0,70.99,0,0.0,5.0,0,851,0,6,8,81,969.08,0
42612794,53179875,22.0,150.0,491.75,500,8.25,1,0,20.82,111.22,2,0.0,0.0,0,0,0,567,0,90,0.0,0
42624308,81915198,22.0,300.0,46.91,300,253.09,1,0,19.61,19.61,9,0.0,0.0,0,0,0,41,0,90,433.9908,0
42635705,5291590,21.0,4700.0,3141.41,4700,1557.59,1,0,1.0,2.0,10,0.0,0.0,0,0,0,123,0,90,38.355705,0
42647345,51497394,256.0,1000.0,4299.93,5000,626.49,2,0,1.99,75.57,0,0.0,5.0,0,0,0,723,8,81,1856.0411,0
42658805,79449549,22.0,150.0,204.95,300,95.05,1,0,10.59,10.59,3,0.0,0.0,0,0,0,35,0,90,15.004465,0
42670444,76367802,22.0,1750.0,244.59,2000,1715.6,3,0,16.95,56.76,0,0.0,2.0,0,0,59,206,8,1,28.931279999999997,0
42681893,45220484,15.0,1500.0,3974.68,5000,846.47,4,0,31.04,209.89,23,0.0,0.0,0,103,0,862,0,90,5.000151,0
42693274,46119055,15.0,1500.0,2811.98,3000,110.17,3,0,6.71,84.56,8,0.0,0.0,0,475,0,474,0,90,184.92643999999999,0
42704586,73550085,21.0,250.0,38.28,500,461.72,1,0,20.0,20.0,7,0.0,0.0,0,0,0,141,0,90,6.951359299999999,0
42716077,22917256,21.0,1750.0,151.72,1750,1598.28,1,0,64.62,64.62,21,0.0,0.0,0,419,0,76,0,90,0.0,0
42727638,17099744,21.0,2000.0,1121.21,3500,2116.19,4,0,40.62,303.22,52,0.0,0.0,0,999,658,15,0,90,39.13535,0
42750841,5538521,21.0,700.0,574.7,700,120.31,2,0,22.9,27.89,0,0.0,5.0,0,0,0,389,8,81,1989.5189,0
42762277,38666407,15.0,5000.0,7870.88,15000,5666.92,2,0,8.0,1470.2,117,0.0,0.0,0,0,0,180,0,90,175.74728000000002,0
44100216,9932286,10.0,10000.0,1572.12,20000,18199.81,1,0,142.0,437.15,12,0.0,5.0,0,0,878,408,8,81,942.4418,0
44111457,25364617,14.0,2500.0,395.57,5000,4604.43,1,0,15.0,15.0,0,0.0,0.0,0,999,33,999,0,1,17.178032,0
44122819,40411253,12.0,5000.0,8547.28,10000,1408.47,0,0,1.0,43.25,9,0.0,0.0,0,0,0,546,6,90,0.0,0
44134226,7334014,29.0,5000.0,4541.0,5000,453.75,2,0,3.11,8.36,5,0.0,0.0,0,0,0,999,0,90,0.0,0
44145632,36174830,21.0,1500.0,951.8,1500,547.2,2,0,4.95,5.95,0,0.0,5.0,0,0,278,108,8,81,15.963083,0
44157097,29086096,22.0,1000.0,969.0,1000,31.0,1,0,1.0,1.0,3,0.0,0.0,0,831,999,834,0,90,0.0,0
44168616,82070799,21.0,299.1,4.07,300,295.93,0,0,7.95,0.0,0,0.0,5.0,0,0,0,102,8,81,2397.1174,0
44180129,33479887,24.0,1000.0,87.58,2000,1912.42,1,0,7.99,7.99,0,0.0,4.0,0,999,0,661,8,1,2476.7014,0
44191818,61941989,40.0,126.0,329.25,451,0.0,1,0,188.37,310.12,1,0.0,5.0,0,0,0,465,8,81,1740.045,0
44203286,10582362,11.0,3000.0,11066.17,15000,3901.69,2,0,50.0,82.14,11,0.0,0.0,0,999,0,46,6,90,0.0,0
44214680,7222469,26.0,1800.0,180.87,1800,1552.69,2,0,1.0,67.44,4,0.0,0.0,0,999,999,226,0,90,2.250923,0
44226165,71897161,21.0,4000.0,3262.0,4000,738.0,1,0,211.22,211.22,0,0.0,5.0,0,0,0,209,8,81,96.39206,0
44237997,60089840,21.0,300.0,247.18,500,206.89,3,0,26.75,72.68,21,0.0,0.0,0,352,59,351,0,90,12.573633000000001,0
44249584,21773225,15.0,1500.0,6581.73,8000,1325.37,5,0,1.0,93.9,50,0.0,0.0,0,999,999,424,0,90,0.0,0
44261021,28316151,13.0,15000.0,22136.05,30000,7840.59,1,0,25.0,48.36,72,0.0,0.0,0,999,486,377,0,90,10.764717,0
44272458,23711391,14.0,4050.0,7924.8,8100,169.02,2,0,49.08,55.26,6,0.0,0.0,0,999,337,300,6,90,162.8436,0
44295647,44597260,21.0,250.0,284.66,750,440.34,2,0,4.31,29.31,6,0.0,0.0,0,466,0,314,0,90,14.520698000000001,0
44307379,59536765,15.0,3750.0,3029.47,7500,4197.93,2,0,1.0,273.6,5,0.0,0.0,0,0,590,589,0,90,404.0513,0
44318909,31824588,21.0,150.0,0.0,500,519.69,0,0,30.0,0.0,0,0.0,5.0,0,999,0,948,8,81,114.72025,0
44330479,82407509,21.0,500.0,38.76,1000,938.55,0,0,1.0,21.69,1,0.0,0.0,0,0,0,65,6,90,22.548095999999997,0
44342012,43281049,21.0,500.0,52.09,750,677.57,1,0,25.19,45.53,0,0.0,0.0,0,0,0,898,6,90,4.290058,0
44353276,55545073,22.0,250.0,130.52,750,579.23,3,0,12.31,52.56,12,0.0,0.0,0,431,0,542,0,90,689.50366,0
45160132,7988924,21.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1.0,0,0,0,999,52,1,2443.0029999999997,0
45171401,1398009,10.0,3400.0,16398.7,17000,554.95,1,0,15.43,61.78,44,0.0,0.0,0,0,0,917,0,90,0.0,0
45182730,40545210,12.0,2500.0,2510.64,5000,2488.36,1,0,29.0,30.0,1,0.0,2.0,0,0,962,961,8,1,191.94403,0
45194214,37212322,21.0,500.0,89.19,750,659.81,0,0,1.0,0.0,0,0.0,0.0,0,0,0,234,6,90,14.132863,0
45205535,41573200,12.0,2500.0,222.48,5000,4676.37,0,0,951.88,101.15,66,0.0,0.0,0,0,0,223,0,90,394.63385,0
45228231,3994831,10.0,100.0,226.63,500,197.67,1,0,67.9,143.6,0,0.0,5.0,0,999,999,999,8,81,1103.47,0
45239530,2066974,10.0,3000.0,8037.44,15000,6688.67,2,0,182.85,456.74,116,0.0,0.0,0,237,261,429,0,90,726.36615,0
45251025,32176253,1.0,2500.0,590.12,5000,3478.02,1,0,240.66,1172.52,1,0.0,0.0,0,0,329,540,0,1,954.3473,0
45262327,971678,21.0,3200.0,694.25,3200,2505.75,1,0,1.0,1.0,0,0.0,5.0,0,999,999,198,8,81,2430.2969,0
45273737,88884676,56.0,400.0,35.12,400,364.88,1,0,4.95,4.95,0,0.0,4.0,0,0,0,12,8,1,597.79083,0
45285136,80215108,21.0,300.0,63.35,300,192.63,2,0,13.11,57.13,7,0.0,0.0,0,0,162,61,0,90,0.0,0
45296709,40610649,21.0,614.0,272.17,1250,496.97,1,0,1.0,479.86,3,136.0,0.0,0,580,613,999,0,90,191.10273999999998,0
45319653,48764923,21.0,250.0,34.39,750,693.93,4,0,1.0,22.68,1,0.0,0.0,0,314,748,747,52,90,6.885160400000001,0
45330851,41791857,21.0,500.0,452.57,2250,1797.43,1,0,40.32,40.32,1,0.0,0.0,0,0,669,247,6,90,0.0,0
45342300,76038833,21.0,300.0,62.63,300,237.37,0,0,64.49,0.0,4,0.0,0.0,0,0,107,106,0,90,25.578846,0
45353799,76374731,22.0,4000.0,1138.25,4000,2816.92,3,0,9.68,54.51,11,0.0,0.0,0,0,0,286,0,90,4.40549,0
45365229,69570827,21.0,1000.0,2268.56,2500,231.44,1,0,36.82,36.82,8,0.0,0.0,0,0,261,260,0,90,0.0,0
45376944,55675230,22.0,300.0,32.45,500,467.55,1,0,12.76,12.76,3,0.0,0.0,0,0,0,515,0,90,2.5841465,0
45388539,56914572,21.0,3000.0,2233.86,3500,1171.67,1,0,50.03,144.5,4,0.0,0.0,0,0,0,122,6,90,0.0,0
45400109,76638037,22.0,3000.0,55.65,3500,3423.54,1,0,1.0,19.81,5,0.0,0.0,0,0,0,107,6,90,0.0,0
45411610,2042391,21.0,4500.0,1425.87,4500,2979.61,1,0,1.0,93.52,0,0.0,5.0,0,999,0,567,8,81,800.8004,1
53117734,83377410,22.0,500.0,475.21,500,-0.43,3,0,7.15,31.94,3,0.0,0.0,0,0,0,86,0,90,14.009008999999999,0
53129073,11276964,23.0,3000.0,43.22,3000,2956.78,0,0,175.01,0.0,0,0.0,4.0,0,311,760,289,8,1,1122.4913,0
53140531,60231766,40.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,2.0,0,120,0,407,8,1,1486.5096,0
53151988,33201957,21.0,500.0,473.14,500,26.86,1,0,30.0,30.0,0,0.0,5.0,0,0,999,678,8,81,927.65314,0
53163463,89520561,258.0,100.0,20.92,400,371.39,1,0,1.0,8.69,9,0.0,0.0,0,0,0,0,0,90,2.634759,0
53175011,31535860,21.0,2000.0,1835.0,2000,0.0,1,0,2.1,167.1,4,0.0,0.0,0,583,999,745,0,90,319.6223,0
53186331,39710736,12.0,10000.0,19701.96,20000,298.04,1,0,1.99,1.99,7,0.0,5.0,0,311,0,38,8,81,1013.24744,0
53197684,20458695,24.0,3500.0,2246.68,3500,1091.21,1,0,44.75,218.63,16,0.0,0.0,0,999,0,170,0,90,5.3137145,0
53209213,79097156,21.0,150.0,78.58,300,214.86,2,0,23.96,30.52,30,0.0,0.0,0,0,4,11,0,90,7.08478,0
53220823,27114272,10.0,1500.0,597.2,3000,2402.8,1,0,41.09,41.09,12,0.0,0.0,0,331,737,925,0,90,1.4893214,0
53232201,58760148,21.0,0.0,0.0,500,1295.18,0,0,9.95,0.0,0,0.0,4.0,0,0,0,233,8,1,1178.953,0
53243567,46683563,21.0,1000.0,508.83,1500,991.17,1,0,20.0,20.0,0,0.0,5.0,0,0,0,234,8,81,87.2849,0
53254963,76334088,22.0,150.0,187.93,500,312.07,1,0,1.0,1.0,13,0.0,0.0,0,0,0,71,0,90,2.1467228,0
53266427,27608405,22.0,500.0,37.59,500,448.93,2,0,7.57,21.05,1,0.0,0.0,0,807,0,848,0,90,7.5126095,0
53277939,81152346,22.0,250.0,199.98,500,274.37,2,0,14.16,39.81,9,0.0,0.0,0,0,0,104,0,90,7.9413505,0
53289186,23620871,11.0,8500.0,18113.76,20000,1263.85,4,0,10.88,633.27,30,0.0,0.0,0,999,0,521,0,90,2.2847647999999996,0
53300337,27641976,24.0,1000.0,189.31,1000,810.69,1,0,14.32,14.32,0,0.0,0.0,0,16,0,999,0,90,3.3173068,0
53311743,54151307,21.0,250.0,32.44,750,488.13,1,0,81.21,229.43,10,0.0,0.0,0,0,0,610,0,90,14.211007999999998,0
53323351,60597276,21.0,300.0,254.7,300,0.0,3,0,1.0,46.3,7,0.0,0.0,0,0,0,286,52,90,461.53537,0
53334837,60007859,12.0,1500.0,2326.5,3000,599.94,4,0,11.98,85.54,10,0.0,0.0,0,0,0,611,0,90,37.77025,0
53346305,40582865,12.0,15000.0,16919.74,30000,12050.81,6,0,13.81,1043.26,73,0.0,0.0,0,0,920,919,0,90,30.238256,0
53357566,91197469,57.0,2400.0,331.44,4800,4468.56,1,0,79.95,79.95,30,0.0,0.0,0,633,0,0,52,90,14.368967999999999,0
53369077,30947925,21.0,1000.0,659.57,2500,1750.23,1,0,35.25,125.45,0,0.0,5.0,0,0,999,894,8,81,2405.0525,0
53646151,7517517,14.0,100.0,2709.03,4900,2162.71,2,0,10.11,38.37,0,0.0,5.0,0,999,999,173,8,81,1889.6443,0
53657622,10816243,21.0,4300.0,2076.87,4300,2173.24,2,0,4.99,54.88,0,0.0,5.0,0,938,0,420,8,81,1584.0781,0
53669193,74589451,21.0,316.5,193.45,3500,3306.55,1,1,65.0,65.0,3,65.0,2.0,0,0,193,192,52,1,549.1751,0
53680799,12305731,10.0,3500.0,11854.89,12000,119.11,2,0,40.24,66.24,7,0.0,0.0,0,0,0,62,0,90,29.637938000000002,0
53692239,2360210,26.0,2900.0,2507.33,2900,374.82,2,0,3.44,21.29,5,0.0,0.0,0,0,996,238,0,90,130.95522,0
53703653,15704027,21.0,4500.0,3455.14,4500,1044.86,1,0,57.18,57.18,14,0.0,0.0,0,999,0,473,0,90,0.0,0
53715135,63396054,21.0,150.0,332.48,500,167.52,1,0,75.29,75.29,1,0.0,5.0,0,0,0,381,8,81,223.25887000000003,0
53726698,11487589,1.0,2500.0,159.75,2500,2315.85,1,0,5.89,31.29,9,0.0,0.0,0,514,514,513,0,90,69.435005,0
53738208,8048602,22.0,2050.0,222.27,2050,1827.73,1,0,11.87,15.2,11,0.0,0.0,0,999,115,114,0,90,15.207728,0
53749628,12749348,23.0,3000.0,126.61,3000,2873.39,1,0,50.0,50.0,1,0.0,0.0,0,626,0,396,0,90,240.32402000000002,0
53761373,19964966,23.0,500.0,54.45,500,445.55,1,0,41.35,41.35,0,0.0,0.0,0,999,0,476,0,90,3.217192,0
53772767,25726762,21.0,3500.0,239.69,3500,3260.31,1,0,26.0,26.0,0,0.0,5.0,0,143,999,935,8,81,2354.3528,0
53784241,83688420,21.0,1000.0,513.68,1000,486.32,1,0,21.08,21.08,24,0.0,0.0,0,0,0,22,0,90,0.0,0
53795671,64849882,21.0,300.0,80.49,300,219.51,1,0,29.12,29.12,2,0.0,0.0,0,0,0,446,0,90,10.575695,0
53807126,20991356,12.0,2500.0,3026.27,5000,1952.81,1,0,165.44,576.43,30,0.0,0.0,0,999,0,230,0,90,8.979797,0
53818618,63087939,21.0,3000.0,1383.29,3000,1616.71,1,0,524.0,524.0,8,0.0,0.0,0,0,0,503,0,90,262.62967000000003,0
53830243,50791279,15.0,1500.0,193.09,3000,2696.91,1,0,18.22,128.22,9,0.0,0.0,0,481,0,640,0,90,3.8211803,0
53841775,65315370,22.0,300.0,500.0,500,0.0,1,0,84.82,84.82,3,0.0,0.0,0,0,0,323,0,90,0.0,0
53853238,79621251,40.0,100.0,0.0,200,301.96,0,0,8.62,0.0,0,0.0,4.0,0,0,28,75,8,1,635.54474,0
53864645,47311948,21.0,2000.0,844.23,2500,1601.64,2,0,40.64,94.77,2,0.0,0.0,0,464,0,670,6,90,69.95751,0
53887619,82513816,21.0,2000.0,196.4,2000,1136.4,0,0,200.0,667.2,10,0.0,0.0,0,0,0,133,0,1,2297.9963,0
53898995,67315816,22.0,500.0,1185.99,1500,309.05,3,0,80.5,85.46,10,0.0,0.0,0,0,0,412,0,90,11.741028,0
54440435,73660700,21.0,300.0,25.72,500,474.28,1,0,5.33,5.33,2,0.0,0.0,0,0,0,285,0,90,5.0272474,0
54451916,52796838,22.0,250.0,474.15,750,261.29,1,0,13.12,30.79,6,0.0,0.0,0,0,0,725,0,90,954.7720300000001,0
54463468,84898834,21.0,150.0,18.46,300,216.96,5,0,5.94,70.52,7,0.0,0.0,0,0,0,83,0,90,21.897463000000002,0
54474853,8190191,19.0,15000.0,13126.2,15000,1163.73,1,0,33.99,744.06,0,0.0,5.0,0,999,0,3,8,81,1040.7126,0
54486085,72342836,21.0,4000.0,44.88,4000,3906.99,2,0,26.73,74.86,14,0.0,0.0,0,0,0,354,0,90,0.0,0
54497437,46586075,22.0,1750.0,143.63,1750,1563.2,1,0,88.41,131.58,3,0.0,0.0,0,0,0,760,0,90,0.0,0
54508635,25164783,21.0,2000.0,1335.81,2000,655.15,2,0,12.04,79.52,9,0.0,0.0,0,469,999,980,0,90,1052.4734,0
54520161,51467923,256.0,640.0,2397.42,3200,793.73,1,0,56.41,65.26,0,0.0,5.0,0,0,0,647,8,81,195.48291,0
54531620,60277555,12.0,1500.0,1630.53,3000,1351.59,2,0,22.0,39.88,19,0.0,0.0,0,0,0,511,0,90,14.472434,0
54542975,58516213,1.0,226.94,181.91,750,568.09,1,0,1.0,1.0,0,0.0,2.0,0,0,0,37,8,1,495.18616,0
